DEBUG 
312:56:02,918  3424ms PetriNetsController    Get                - OnEntry
DEBUG 2016-12-19 23:22:15,231  8029ms LoggingAspect          OnEntry            - Before method: CreateNetwork execution
DEBUG 2016-12-19 23:22:15,232  8030ms LoggingAspect          OnExit             - After method: CreateNetwork was executed in 0 miliseconds
DEBUG 2016-12-19 23:22:16,206  9004ms LoggingAspect          OnEntry            - Before method: IsHistoryValid execution
DEBUG 2016-12-19 23:23:36,487 10664ms LoggingAspect          OnEntry            - Before method: Get execution
DEBUG 2016-12-19 23:23:42,743 16920ms LoggingAspect          OnEntry            - Before method: CreateNetwork execution
DEBUG 2016-12-19 23:23:42,744 16921ms LoggingAspect          OnExit             - After method: CreateNetwork was executed in 0 miliseconds
DEBUG 2016-12-19 23:23:43,675 17853ms LoggingAspect          OnEntry            - Before method: IsHistoryValid execution
DEBUG 2016-12-19 23:23:57,370 31547ms LoggingAspect          OnException        - Method: IsHistoryValid throw an excetion PostSharp.Aspects.MethodExecutionArgs
DEBUG 2016-12-19 23:23:57,380 31557ms LoggingAspect          OnExit             - After method: IsHistoryValid was executed in 13704 miliseconds
DEBUG 2016-12-19 23:23:57,386 31563ms LoggingAspect          OnException        - Method: Get throw an excetion PostSharp.Aspects.MethodExecutionArgs
DEBUG 2016-12-19 23:30:45,937 17445ms LoggingAspect          OnEntry            - Before method: Get execution
DEBUG 2016-12-19 23:31:02,498 34006ms LoggingAspect          OnEntry            - Before method: CreateNetwork execution
DEBUG 2016-12-19 23:31:02,499 34007ms LoggingAspect          OnExit             - After method: CreateNetwork was executed in 0 miliseconds
DEBUG 2016-12-19 23:31:04,036 35543ms LoggingAspect          OnEntry            - Before method: IsHistoryValid execution
DEBUG 2016-12-19 23:31:12,214 43721ms LoggingAspect          OnException        - Method: IsHistoryValid throw an excetion PostSharp.Aspects.MethodExecutionArgs
DEBUG 2016-12-19 23:31:12,223 43730ms LoggingAspect          OnExit             - After method: IsHistoryValid was executed in 8186 miliseconds
DEBUG 2016-12-19 23:31:12,229 43736ms LoggingAspect          OnException        - Method: Get throw an excetion PostSharp.Aspects.MethodExecutionArgs
DEBUG 2016-12-19 23:35:40,983  1732ms LoggingAspect          OnEntry            - Before method: Get execution
DEBUG 2016-12-19 23:36:21,937 42685ms LoggingAspect          OnEntry            - Before method: CreateNetwork execution
DEBUG 2016-12-19 23:36:21,938 42686ms LoggingAspect          OnExit             - After method: CreateNetwork was executed in 0 miliseconds
DEBUG 2016-12-19 23:36:23,013 43761ms LoggingAspect          OnEntry            - Before method: IsHistoryValid execution
DEBUG 2016-12-19 23:36:29,479 50228ms LoggingAspect          OnException        - Method: IsHistoryValid throw an excetion PostSharp.Aspects.MethodExecutionArgs
DEBUG 2016-12-19 23:36:29,488 50237ms LoggingAspect          OnExit             - After method: IsHistoryValid was executed in 6474 miliseconds
DEBUG 2016-12-19 23:36:29,494 50243ms LoggingAspect          OnException        - Method: Get throw an excetion PostSharp.Aspects.MethodExecutionArgs
DEBUG 2016-12-19 23:37:43,002 13895ms LoggingAspect          OnEntry            - Before method: Get execution
DEBUG 2016-12-19 23:37:48,172 19065ms LoggingAspect          OnEntry            - Before method: CreateNetwork execution
